frame,fps,latency_ms,cpu_percent,raw_messages,context_messages,decision_messages,priority_scores,priority_levels,final_messages
495,11.79,84.13,57.6,3,0,0,,,
496,11.62,85.37,61.1,3,0,0,,,
497,11.37,87.2,56.3,2,0,0,,,
498,11.73,84.56,55.2,2,0,0,,,
499,11.69,84.79,56.2,2,0,0,,,
500,11.64,85.18,56.3,2,0,0,,,
501,11.73,84.52,62.2,2,0,0,,,
502,11.64,85.16,58.8,2,0,0,,,
503,11.68,84.89,61.1,2,0,0,,,
504,11.69,84.78,58.8,2,0,0,,,
505,11.63,85.28,61.1,2,0,0,,,
506,11.66,84.97,57.6,3,0,0,,,
507,11.56,85.79,61.8,2,0,0,,,
508,11.74,84.5,51.7,2,0,0,,,
509,11.45,86.59,62.2,2,0,0,,,
510,11.78,84.18,56.2,2,0,0,,,
511,11.74,84.45,60.0,2,1,1,0.659,MEDIUM,Person very close on your left
512,11.75,84.37,60.6,3,0,0,,,
513,11.83,83.85,54.8,2,0,0,,,
514,11.82,83.87,58.8,2,0,0,,,
515,11.74,84.48,63.9,3,1,0,,,
516,11.83,83.79,57.6,2,0,0,,,
517,11.64,85.22,54.8,2,0,0,,,
518,11.84,83.8,61.1,2,0,0,,,
519,11.84,83.74,56.7,2,0,0,,,
520,11.78,84.19,57.6,2,0,0,,,
521,11.61,85.42,61.1,2,0,0,,,
522,10.36,95.78,65.0,3,2,1,0.673,MEDIUM,Person very close on your right
523,11.84,83.72,58.8,2,0,0,,,
524,11.77,84.29,56.2,2,0,0,,,
525,11.82,83.86,62.9,2,0,0,,,
526,11.8,84.03,60.0,2,0,0,,,
527,11.74,84.45,57.6,2,0,0,,,
528,11.68,84.9,56.2,3,1,0,,,
529,11.81,83.97,60.6,2,0,0,,,
530,11.81,83.96,56.2,2,0,0,,,
531,11.81,83.95,58.8,2,0,0,,,
532,11.67,84.96,61.8,2,0,0,,,
533,11.8,84.02,56.3,2,0,0,,,
534,11.61,85.46,62.9,2,0,0,,,
535,11.84,83.75,57.6,2,0,0,,,
536,11.85,83.68,59.4,2,0,0,,,
537,11.05,89.82,57.1,2,0,0,,,
538,11.69,84.79,60.0,3,1,0,,,
539,11.78,84.24,56.3,2,0,0,,,
540,11.78,84.22,60.0,2,0,0,,,
541,11.84,83.77,60.6,2,0,0,,,
542,11.84,83.76,56.3,2,0,0,,,
543,11.71,84.64,54.8,3,1,0,,,
544,11.51,86.15,62.2,3,0,0,,,
545,11.71,84.66,61.8,3,1,1,0.574,MEDIUM,Person very close on your left
546,11.68,84.81,57.6,4,2,1,0.75,HIGH,Person very close on your left
547,11.77,84.26,54.8,3,0,0,,,
548,11.73,84.53,62.2,4,1,0,,,
549,11.8,84.02,58.8,3,0,0,,,
550,11.71,84.66,58.1,3,0,0,,,
551,11.79,84.11,58.8,3,0,0,,,
552,11.61,85.45,58.8,3,0,0,,,
553,11.76,84.34,58.8,3,0,0,,,
554,11.74,84.43,61.1,3,0,0,,,
555,11.79,84.14,59.4,3,0,0,,,
556,11.58,85.64,58.8,3,0,0,,,
557,11.75,84.38,58.8,3,0,0,,,
558,11.76,84.38,56.3,3,0,0,,,
559,11.73,84.54,63.9,3,0,0,,,
560,11.79,84.05,57.6,2,0,0,,,
561,11.73,84.55,53.3,2,0,0,,,
562,11.73,84.54,60.0,2,0,0,,,
563,11.77,84.23,59.4,2,0,0,,,
564,11.79,84.13,54.8,2,0,0,,,
565,11.75,84.37,63.9,2,0,0,,,
566,11.77,84.26,58.8,2,0,0,,,
567,11.44,86.73,56.2,2,0,0,,,
568,11.71,84.71,53.3,2,0,0,,,
