frame,timestamp,fps,latency_ms,cpu_percent,detections_count,labels
516,1778951597.14,11.77,84.37,57.6,1,person
517,1778951597.22,11.72,84.71,61.8,1,person
518,1778951597.31,11.7,84.88,57.6,1,person
519,1778951597.39,11.55,86.0,58.8,1,person
520,1778951597.48,11.71,84.8,60.0,1,person
521,1778951597.57,11.67,85.11,60.0,1,person
522,1778951597.65,11.7,84.82,58.1,1,person
523,1778951597.74,11.72,84.69,58.8,1,person
524,1778951597.82,11.67,85.04,61.1,1,person
525,1778951597.91,11.71,84.75,56.3,1,person
526,1778951598.0,11.36,87.42,63.2,1,person
527,1778951598.08,11.64,85.33,60.0,1,person
528,1778951598.17,11.75,84.5,57.6,1,person
529,1778951598.25,11.69,84.93,58.8,1,person
530,1778951598.34,11.73,84.61,58.8,1,person
531,1778951598.42,11.66,85.13,60.6,1,person
532,1778951598.51,11.61,85.52,58.8,1,person
533,1778951598.6,11.69,84.94,61.1,1,person
534,1778951598.68,11.64,85.32,57.6,1,person
535,1778951598.77,11.72,84.69,61.1,1,person
536,1778951598.85,11.91,83.35,60.0,1,person
537,1778951598.94,11.71,84.82,61.8,1,person
538,1778951599.03,11.58,85.74,57.6,1,person
539,1778951599.11,11.65,85.23,60.0,1,person
540,1778951599.2,11.73,84.62,60.0,1,person
541,1778951599.28,11.64,85.28,60.0,1,person
542,1778951599.37,11.75,84.47,54.8,1,person
543,1778951599.45,11.68,85.01,62.2,1,person
544,1778951599.54,11.76,84.41,58.1,1,person
545,1778951599.62,11.7,84.89,61.1,1,person
546,1778951599.71,11.7,84.88,60.0,2,"person,microwave"
547,1778951599.8,11.67,85.04,56.3,1,person
548,1778951599.88,11.7,84.88,58.8,1,person
549,1778951599.97,11.77,84.33,57.6,1,person
550,1778951600.05,11.65,85.2,63.9,1,person
