frame,timestamp,fps,latency_ms,cpu_percent,detections_count,labels
247,1778952363.22,11.09,89.43,55.9,5,"bottle,microwave,bottle,bottle,bottle"
248,1778952363.31,11.06,89.61,60.5,5,"bottle,microwave,bottle,bottle,bottle"
249,1778952363.4,11.08,89.51,54.5,4,"bottle,bottle,bottle,microwave"
250,1778952363.5,10.78,91.89,59.5,5,"bottle,microwave,bottle,bottle,bottle"
251,1778952363.59,11.03,89.95,58.3,4,"bottle,microwave,bottle,bottle"
252,1778952363.68,11.07,89.46,54.5,4,"bottle,microwave,bottle,bottle"
253,1778952363.77,11.03,89.9,60.5,4,"microwave,bottle,bottle,bottle"
254,1778952363.86,11.07,89.52,60.5,5,"bottle,bottle,bottle,microwave,bottle"
255,1778952363.95,11.16,88.78,59.5,5,"bottle,microwave,bottle,bottle,bottle"
256,1778952364.04,10.97,90.38,60.5,4,"bottle,microwave,bottle,bottle"
257,1778952364.13,10.95,90.62,55.6,4,"bottle,microwave,bottle,bottle"
258,1778952364.22,11.16,88.8,57.1,3,"bottle,microwave,bottle"
259,1778952364.31,11.13,89.14,60.5,4,"bottle,microwave,bottle,bottle"
260,1778952364.4,11.15,88.9,55.9,4,"bottle,microwave,bottle,bottle"
261,1778952364.49,11.2,88.54,60.0,6,"bottle,bottle,bottle,person,microwave,bottle"
262,1778952364.58,11.05,89.61,56.8,6,"person,bottle,microwave,bottle,bottle,bottle"
263,1778952364.67,11.17,88.77,58.3,6,"person,bottle,bottle,bottle,microwave,microwave"
264,1778952364.76,11.18,88.62,54.5,4,"person,bottle,bottle,microwave"
265,1778952364.85,11.1,89.39,59.5,5,"person,microwave,bottle,bottle,bottle"
266,1778952364.94,11.15,88.9,55.9,3,"person,bottle,bottle"
267,1778952365.03,10.96,90.53,59.5,2,"person,bottle"
268,1778952365.12,11.16,88.84,58.3,2,"person,bottle"
269,1778952365.21,11.23,88.26,58.8,1,person
270,1778952365.3,11.18,88.69,54.5,1,person
271,1778952365.39,11.2,88.61,60.5,1,person
272,1778952365.48,11.11,89.2,55.9,1,person
273,1778952365.57,11.13,89.12,57.1,1,person
274,1778952365.66,11.15,88.9,55.9,1,person
275,1778952365.75,11.15,88.97,59.5,1,person
276,1778952365.84,11.16,88.83,57.1,1,person
277,1778952365.93,11.13,89.14,59.5,1,person
278,1778952366.02,10.99,90.17,54.5,1,person
279,1778952366.11,11.13,89.01,59.5,1,person
280,1778952366.2,11.16,88.88,58.3,1,person
281,1778952366.29,11.14,88.93,58.3,1,person
282,1778952366.38,11.13,89.03,58.3,1,person
283,1778952366.47,11.13,89.04,57.1,2,"person,handbag"
284,1778952366.56,11.12,89.12,57.1,2,"person,person"
285,1778952366.66,11.06,89.57,58.3,2,"person,chair"
286,1778952366.75,11.14,89.01,60.5,2,"person,person"
287,1778952366.84,11.12,89.19,58.3,1,person
288,1778952366.93,11.14,88.97,59.5,1,person
289,1778952367.02,10.98,90.38,53.1,4,"bottle,bottle,person,refrigerator"
290,1778952367.11,11.0,89.96,57.1,3,"person,bottle,bottle"
291,1778952367.2,11.11,89.3,59.5,2,"person,bottle"
292,1778952367.29,11.09,89.35,61.5,6,"person,bottle,bottle,bottle,bottle,bottle"
293,1778952367.38,10.98,90.28,54.3,5,"person,bottle,bottle,bottle,bottle"
294,1778952367.47,10.59,93.66,66.7,6,"person,bottle,microwave,bottle,bottle,bottle"
295,1778952367.56,11.16,88.88,59.5,6,"person,bottle,microwave,bottle,bottle,bottle"
296,1778952367.65,11.12,89.05,57.1,6,"person,bottle,bottle,bottle,bottle,bottle"
297,1778952367.74,11.12,89.16,60.5,5,"person,bottle,bottle,microwave,bottle"
298,1778952367.84,11.08,89.33,55.9,4,"person,bottle,microwave,bottle"
299,1778952367.93,11.07,89.67,59.5,4,"person,microwave,bottle,bottle"
300,1778952368.02,10.89,91.07,58.3,5,"person,microwave,bottle,bottle,bottle"
301,1778952368.11,11.09,89.46,58.3,4,"person,microwave,bottle,bottle"
302,1778952368.2,11.03,89.77,55.9,5,"person,bottle,bottle,bottle,person"
303,1778952368.29,11.1,89.36,58.3,5,"person,bottle,bottle,microwave,bottle"
304,1778952368.38,11.01,90.02,58.3,3,"person,bottle,bottle"
305,1778952368.47,10.84,91.43,57.1,5,"person,bottle,bottle,bottle,microwave"
306,1778952368.56,11.14,88.94,59.5,5,"person,bottle,microwave,bottle,bottle"
307,1778952368.65,11.13,89.16,58.3,5,"person,bottle,bottle,bottle,microwave"
308,1778952368.74,11.08,89.45,58.3,5,"person,bottle,microwave,bottle,bottle"
309,1778952368.83,11.15,88.94,59.5,4,"person,bottle,microwave,bottle"
310,1778952368.92,11.13,89.05,55.9,4,"person,bottle,bottle,bottle"
311,1778952369.01,11.08,89.58,58.3,5,"person,bottle,microwave,person,bottle"
312,1778952369.1,11.14,89.02,61.5,6,"person,bottle,person,microwave,bottle,bottle"
313,1778952369.19,11.12,89.08,60.5,5,"person,bottle,person,microwave,bottle"
314,1778952369.28,11.2,88.52,59.5,5,"person,microwave,bottle,person,bottle"
315,1778952369.37,11.13,89.12,59.5,5,"person,bottle,bottle,person,microwave"
316,1778952369.46,11.18,88.68,57.1,4,"person,bottle,bottle,microwave"
317,1778952369.55,11.21,88.44,57.6,4,"person,bottle,bottle,person"
318,1778952369.64,11.22,88.29,57.1,3,"person,bottle,bottle"
319,1778952369.73,11.15,88.93,58.3,4,"person,bottle,bottle,person"
320,1778952369.82,11.14,88.88,58.3,6,"person,bottle,person,bottle,microwave,person"
321,1778952369.91,11.21,88.49,59.5,3,"person,bottle,bottle"
322,1778952370.0,11.03,89.92,60.5,4,"person,bottle,bottle,microwave"
323,1778952370.09,10.95,90.59,61.5,4,"person,bottle,microwave,bottle"
324,1778952370.18,11.19,88.63,58.3,3,"person,bottle,bottle"
325,1778952370.27,11.24,88.25,60.5,3,"person,bottle,bottle"
326,1778952370.36,11.18,88.62,54.5,3,"person,bottle,bottle"
327,1778952370.45,11.15,88.99,60.5,2,"person,bottle"
328,1778952370.54,11.19,88.5,57.1,2,"person,bottle"
329,1778952370.63,11.14,89.06,57.1,1,person
330,1778952370.72,11.11,89.08,58.3,2,"person,person"
331,1778952370.81,11.26,88.08,61.1,2,"person,person"
332,1778952370.9,10.87,91.24,62.5,2,"person,person"
333,1778952371.0,11.01,90.09,59.5,2,"person,person"
334,1778952371.09,11.04,89.84,61.5,2,"person,person"
335,1778952371.18,11.19,88.65,57.1,2,"person,person"
336,1778952371.27,11.11,89.2,59.5,2,"person,person"
337,1778952371.36,11.18,88.75,55.9,2,"person,person"
338,1778952371.45,11.12,89.17,58.3,2,"person,person"
339,1778952371.54,11.18,88.72,58.3,2,"person,person"
340,1778952371.63,11.17,88.77,59.5,2,"person,person"
341,1778952371.72,11.17,88.76,57.1,2,"person,person"
342,1778952371.8,11.16,88.86,55.9,2,"person,person"
343,1778952371.89,11.17,88.66,57.1,2,"person,person"
344,1778952371.98,11.19,88.58,58.3,2,"person,person"
345,1778952372.07,11.07,89.63,60.0,2,"person,person"
346,1778952372.17,11.12,89.19,58.3,2,"person,person"
347,1778952372.26,11.15,88.85,58.3,2,"person,person"
348,1778952372.34,11.19,88.58,59.5,2,"person,person"
349,1778952372.43,11.15,88.83,57.1,2,"person,person"
